Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2021-01-01,Afton Alps,Minnesota,United_States,EPIC,0,12,N/A,24
2021-01-01,Alpe Cimbra - Folgaria - Lavarone,Trentino,Italy,EPIC,0,16,N/A,39
2021-01-01,Alta Ski Area,Utah,United_States,IKON,0,38,N/A,38
2021-01-01,Andalo - Fai della Paganella,Trentino,Italy,EPIC,0,59,53,24
2021-01-01,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0,34,34,34
2021-01-01,Aspen Snowmass,Colorado,United_States,IKON,0,24,33,39
2021-01-01,Bear Mountain,California,United_States,IKON,0,36,36,48
2021-01-01,Beaver Creek,Colorado,United_States,EPIC,0,24,24,24
2021-01-01,Big Sky,Montana,United_States,IKON,0,22,N/A,29
2021-01-01,Blue Mountain,Ontario,Canada,IKON,0,14,14,14
2021-01-01,Boyne Highlands,Michigan,United_States,IKON,0,40,N/A,40
2021-01-01,Boyne Mountain Resort,Michigan,United_States,IKON,0,24,N/A,24
2021-01-01,Breckenridge,Colorado,United_States,EPIC,0,27,27,27
2021-01-01,Brides les Bains,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-01,Brighton Resort,Utah,United_States,IKON,0,32,N/A,32
2021-01-01,Copper Mountain,Colorado,United_States,IKON,0,25,25,25
2021-01-01,Courchevel,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-01,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0,36,36,36
2021-01-01,Crystal Mountain,Washington,United_States,IKON,0,44,59,59
2021-01-01,Cypress Mountain,British_Columbia,Canada,IKON,0,N/A,N/A,110
2021-01-01,Deer Valley Resort,Utah,United_States,IKON,0,22,22,22
2021-01-01,Eldora Mountain Resort,Colorado,United_States,IKON,0,12,12,12
2021-01-01,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2021-01-01,Fernie Alpine,British_Columbia,Canada,EPIC,1,31,N/A,56
2021-01-01,Folgàrida - Marilléva,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-01,Heavenly,California,United_States,EPIC,0,29,34,50
2021-01-01,Jackson Hole,Wyoming,United_States,IKON,0,17,42,57
2021-01-01,June Mountain,California,United_States,IKON,6,N/A,N/A,N/A
2021-01-01,Keystone,Colorado,United_States,EPIC,0,26,26,26
2021-01-01,Kicking Horse,British_Columbia,Canada,EPIC,0,71,165,169
2021-01-01,Killington Resort,Vermont,United_States,IKON,0,24,24,24
2021-01-01,Kimberley,British_Columbia,Canada,EPIC,0,16,20,24
2021-01-01,Kirkwood,California,United_States,EPIC,0,30,33,33
2021-01-01,La Tania,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-01,Lake Louise,Alberta,Canada,IKON,0,38,N/A,49
2021-01-01,Les Menuires,Northern_Alps,France,EPIC,0,14,N/A,20
2021-01-01,Loon Mountain,New_Hampshire,United_States,IKON,0,18,N/A,24
2021-01-01,Madonna di Campiglio,Trentino,Italy,EPIC,0,47,N/A,74
2021-01-01,Mammoth Mountain,California,United_States,IKON,0,30,44,38
2021-01-01,Meribel,Northern_Alps,France,EPIC,0,12,N/A,35
2021-01-01,Mont Sainte Anne,Quebec,Canada,EPIC,0,47,51,51
2021-01-01,Monte Bondone,Trentino,Italy,EPIC,0,24,N/A,47
2021-01-01,Mount Sunapee,New_Hampshire,United_States,EPIC,0,18,18,18
2021-01-01,Mt. Bachelor,Oregon,United_States,IKON,0,62,64,64
2021-01-01,Mt. Brighton,Michigan,United_States,EPIC,0,26,26,26
2021-01-01,Mt. Buller,Australia,Australia,IKON,0,0,N/A,0
2021-01-01,Mt. Hotham,Australia,Australia,EPIC,0,0,0,0
2021-01-01,Mt. Norquay,Alberta,Canada,IKON,0,23,N/A,23
2021-01-01,Nakiska Ski Area,Alberta,Canada,EPIC,0,42,42,42
2021-01-01,Nendaz,Valais,Switzerland,EPIC,0,16,N/A,47
2021-01-01,Northstar California,California,United_States,EPIC,0,21,N/A,35
2021-01-01,Okemo Mountain Resort,Vermont,United_States,EPIC,0,10,N/A,26
2021-01-01,Orelle,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-01,Park City,Utah,United_States,EPIC,0,20,N/A,23
2021-01-01,Pejo,Trentino,Italy,EPIC,0,N/A,N/A,N/A
