Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2021-01-09,Afton Alps,Minnesota,United_States,EPIC,0,12,N/A,24
2021-01-09,Alpe Cimbra - Folgaria - Lavarone,Trentino,Italy,EPIC,0,16,N/A,39
2021-01-09,Alta Ski Area,Utah,United_States,IKON,0,42,N/A,42
2021-01-09,Andalo - Fai della Paganella,Trentino,Italy,EPIC,0,71,59,43
2021-01-09,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0,32,32,32
2021-01-09,Aspen Snowmass,Colorado,United_States,IKON,0,23,31,37
2021-01-09,Bear Mountain,California,United_States,IKON,0,36,N/A,48
2021-01-09,Beaver Creek,Colorado,United_States,EPIC,0,24,24,24
2021-01-09,Big Sky,Montana,United_States,IKON,0,28,N/A,37
2021-01-09,Blue Mountain,Ontario,Canada,IKON,0,14,14,14
2021-01-09,Boyne Highlands,Michigan,United_States,IKON,0,40,N/A,40
2021-01-09,Boyne Mountain Resort,Michigan,United_States,IKON,0,24,N/A,24
2021-01-09,Breckenridge,Colorado,United_States,EPIC,0,29,29,29
2021-01-09,Brides les Bains,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-09,Brighton Resort,Utah,United_States,IKON,1,41,N/A,41
2021-01-09,Copper Mountain,Colorado,United_States,IKON,0,25,25,25
2021-01-09,Courchevel,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-09,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0,32,32,32
2021-01-09,Crystal Mountain,Washington,United_States,IKON,1,88,88,88
2021-01-09,Cypress Mountain,British_Columbia,Canada,IKON,0,47,N/A,144
2021-01-09,Deer Valley Resort,Utah,United_States,IKON,0,26,26,26
2021-01-09,Eldora Mountain Resort,Colorado,United_States,IKON,0,24,24,24
2021-01-09,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2021-01-09,Fernie Alpine,British_Columbia,Canada,EPIC,0,39,N/A,78
2021-01-09,Folgàrida - Marilléva,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-09,Heavenly,California,United_States,EPIC,0,27,32,48
2021-01-09,Jackson Hole,Wyoming,United_States,IKON,0,23,53,66
2021-01-09,June Mountain,California,United_States,IKON,0,6,N/A,8
2021-01-09,Keystone,Colorado,United_States,EPIC,0,29,29,29
2021-01-09,Kicking Horse,British_Columbia,Canada,EPIC,0,71,165,191
2021-01-09,Killington Resort,Vermont,United_States,IKON,0,24,N/A,30
2021-01-09,Kimberley,British_Columbia,Canada,EPIC,0,33,38,40
2021-01-09,Kirkwood,California,United_States,EPIC,0,34,27,27
2021-01-09,La Tania,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-09,Lake Louise,Alberta,Canada,IKON,0,42,N/A,53
2021-01-09,Les Menuires,Northern_Alps,France,EPIC,0,14,N/A,20
2021-01-09,Loon Mountain,New_Hampshire,United_States,IKON,0,18,N/A,24
2021-01-09,Madonna di Campiglio,Trentino,Italy,EPIC,0,47,63,81
2021-01-09,Mammoth Mountain,California,United_States,IKON,0,30,44,38
2021-01-09,Meribel,Northern_Alps,France,EPIC,0,12,N/A,35
2021-01-09,Mont Sainte Anne,Quebec,Canada,EPIC,0,35,35,35
2021-01-09,Monte Bondone,Trentino,Italy,EPIC,0,24,N/A,47
2021-01-09,Mount Sunapee,New_Hampshire,United_States,EPIC,0,18,N/A,18
2021-01-09,Mt. Bachelor,Oregon,United_States,IKON,0,74,78,78
2021-01-09,Mt. Brighton,Michigan,United_States,EPIC,0,30,30,30
2021-01-09,Mt. Buller,Australia,Australia,IKON,0,0,N/A,0
2021-01-09,Mt. Hotham,Australia,Australia,EPIC,0,0,0,0
2021-01-09,Mt. Norquay,Alberta,Canada,IKON,0,34,N/A,34
2021-01-09,Nakiska Ski Area,Alberta,Canada,EPIC,0,42,N/A,42
2021-01-09,Nendaz,Valais,Switzerland,EPIC,0,16,N/A,47
2021-01-09,Northstar California,California,United_States,EPIC,0,18,N/A,36
2021-01-09,Okemo Mountain Resort,Vermont,United_States,EPIC,0,20,N/A,24
2021-01-09,Orelle,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-09,Park City,Utah,United_States,EPIC,0,24,N/A,27
2021-01-09,Pejo,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-09,Perisher,Australia,Australia,EPIC,0,0,0,0
2021-01-09,Pinzolo,Trentino,Italy,EPIC,0,16,47,67
2021-01-09,Pontedilegno - Tonale,Trentino,Italy,EPIC,0,59,118,236
2021-01-09,Revelstoke,British_Columbia,Canada,IKON,0,78,N/A,78
2021-01-09,Saint Martin de Belleville,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-09,Snow Summit,California,United_States,IKON,0,36,N/A,48
2021-01-09,Snowbasin,Utah,United_States,EPIC,0,36,36,36
2021-01-09,Snowbird,Utah,United_States,IKON,0,40,40,40
2021-01-09,Snowshoe Mountain,West_Virginia,United_States,IKON,0,55,N/A,55
2021-01-09,Solitude Mountain Resort,Utah,United_States,IKON,0,32,N/A,32
2021-01-09,Squaw Valley Alpine Meadows,California,United_States,IKON,0,39,N/A,63
2021-01-09,Steamboat,Colorado,United_States,IKON,0,N/A,28,42
2021-01-09,Stevens Pass Resort,Washington,United_States,EPIC,2,81,106,128
2021-01-09,Stoneham,Quebec,Canada,EPIC,0,14,14,14
2021-01-09,Stowe Mountain,Vermont,United_States,EPIC,0,12,24,36
2021-01-09,Stratton Mountain,Vermont,United_States,IKON,0,15,15,15
2021-01-09,Sugarbush,Vermont,United_States,IKON,0,24,N/A,48
2021-01-09,Sugarloaf,Maine,United_States,IKON,0,10,12,15
2021-01-09,Sun Valley,Idaho,United_States,EPIC,0,35,38,42
2021-01-09,Sunday River,Maine,United_States,IKON,0,14,20,24
2021-01-09,Sunshine Village,Alberta,Canada,IKON,0,58,N/A,205
2021-01-09,Taos Ski Valley,New_Mexico,United_States,IKON,0,35,48,N/A
2021-01-09,Telluride,Colorado,United_States,EPIC,0,22,28,31
2021-01-09,The Summit at Snoqualmie,Washington,United_States,IKON,0,87,N/A,148
2021-01-09,Thredbo Alpine Resort,Australia,Australia,IKON,0,0,N/A,0
2021-01-09,Thyon 2000,Valais,Switzerland,EPIC,0,16,N/A,47
2021-01-09,Tremblant,Quebec,Canada,IKON,0,N/A,N/A,55
2021-01-09,Vail,Colorado,United_States,EPIC,0,32,32,32
2021-01-09,Val Thorens,Northern_Alps,France,EPIC,0,31,N/A,51
2021-01-09,Verbier,Valais,Switzerland,EPIC,0,13,N/A,37
2021-01-09,Veysonnaz,Valais,Switzerland,EPIC,0,16,N/A,47
2021-01-09,Whistler Blackcomb,British_Columbia,Canada,EPIC,0,92,92,92
2021-01-09,Wilmot Mountain,Wisconsin,United_States,EPIC,0,20,20,20
2021-01-09,Windham Mountain,New_York,United_States,IKON,0,18,N/A,30
2021-01-09,Winter Park,Colorado,United_States,IKON,0,39,39,39
