Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2021-01-07,Afton Alps,Minnesota,United_States,EPIC,0,12,N/A,24
2021-01-07,Alpe Cimbra - Folgaria - Lavarone,Trentino,Italy,EPIC,0,16,N/A,39
2021-01-07,Alta Ski Area,Utah,United_States,IKON,0,43,N/A,N/A
2021-01-07,Andalo - Fai della Paganella,Trentino,Italy,EPIC,0,71,59,43
2021-01-07,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0,33,33,33
2021-01-07,Aspen Snowmass,Colorado,United_States,IKON,0,24,32,38
2021-01-07,Bear Mountain,California,United_States,IKON,0,36,N/A,48
2021-01-07,Beaver Creek,Colorado,United_States,EPIC,0,25,25,25
2021-01-07,Big Sky,Montana,United_States,IKON,0,29,N/A,38
2021-01-07,Blue Mountain,Ontario,Canada,IKON,0,14,14,14
2021-01-07,Boyne Highlands,Michigan,United_States,IKON,0,40,N/A,40
2021-01-07,Boyne Mountain Resort,Michigan,United_States,IKON,0,24,N/A,24
2021-01-07,Breckenridge,Colorado,United_States,EPIC,0,30,30,30
2021-01-07,Brides les Bains,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-07,Brighton Resort,Utah,United_States,IKON,0,41,N/A,41
2021-01-07,Copper Mountain,Colorado,United_States,IKON,0,25,25,25
2021-01-07,Courchevel,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-07,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0,34,34,34
2021-01-07,Crystal Mountain,Washington,United_States,IKON,19,60,88,92
2021-01-07,Cypress Mountain,British_Columbia,Canada,IKON,0,47,N/A,144
2021-01-07,Deer Valley Resort,Utah,United_States,IKON,0,26,26,26
2021-01-07,Eldora Mountain Resort,Colorado,United_States,IKON,0,24,24,24
2021-01-07,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2021-01-07,Fernie Alpine,British_Columbia,Canada,EPIC,4,39,N/A,80
2021-01-07,Folgàrida - Marilléva,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-07,Heavenly,California,United_States,EPIC,0,27,32,48
2021-01-07,Jackson Hole,Wyoming,United_States,IKON,0,22,51,66
2021-01-07,June Mountain,California,United_States,IKON,0,6,N/A,8
2021-01-07,Keystone,Colorado,United_States,EPIC,0,32,32,32
2021-01-07,Kicking Horse,British_Columbia,Canada,EPIC,0,71,165,191
2021-01-07,Killington Resort,Vermont,United_States,IKON,0,24,24,24
2021-01-07,Kimberley,British_Columbia,Canada,EPIC,2,33,38,40
2021-01-07,Kirkwood,California,United_States,EPIC,0,35,28,28
2021-01-07,La Tania,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-07,Lake Louise,Alberta,Canada,IKON,0,44,N/A,53
2021-01-07,Les Menuires,Northern_Alps,France,EPIC,0,14,N/A,20
2021-01-07,Loon Mountain,New_Hampshire,United_States,IKON,0,18,N/A,24
2021-01-07,Madonna di Campiglio,Trentino,Italy,EPIC,0,47,63,81
2021-01-07,Mammoth Mountain,California,United_States,IKON,0,30,44,38
2021-01-07,Meribel,Northern_Alps,France,EPIC,0,12,N/A,35
2021-01-07,Mont Sainte Anne,Quebec,Canada,EPIC,0,71,71,71
2021-01-07,Monte Bondone,Trentino,Italy,EPIC,0,24,N/A,47
2021-01-07,Mount Sunapee,New_Hampshire,United_States,EPIC,0,18,18,18
2021-01-07,Mt. Bachelor,Oregon,United_States,IKON,2,74,79,79
2021-01-07,Mt. Brighton,Michigan,United_States,EPIC,0,28,28,28
2021-01-07,Mt. Buller,Australia,Australia,IKON,0,0,N/A,0
2021-01-07,Mt. Hotham,Australia,Australia,EPIC,0,0,0,0
2021-01-07,Mt. Norquay,Alberta,Canada,IKON,2,34,N/A,34
2021-01-07,Nakiska Ski Area,Alberta,Canada,EPIC,0,37,37,37
2021-01-07,Nendaz,Valais,Switzerland,EPIC,0,16,N/A,47
2021-01-07,Northstar California,California,United_States,EPIC,0,18,N/A,36
2021-01-07,Okemo Mountain Resort,Vermont,United_States,EPIC,0,20,20,20
2021-01-07,Orelle,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-07,Park City,Utah,United_States,EPIC,0,24,N/A,27
2021-01-07,Pejo,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-07,Perisher,Australia,Australia,EPIC,0,0,0,0
2021-01-07,Pinzolo,Trentino,Italy,EPIC,0,16,47,67
2021-01-07,Pontedilegno - Tonale,Trentino,Italy,EPIC,0,59,118,236
2021-01-07,Revelstoke,British_Columbia,Canada,IKON,0,82,N/A,N/A
2021-01-07,Saint Martin de Belleville,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-07,Snow Summit,California,United_States,IKON,0,36,N/A,48
2021-01-07,Snowbasin,Utah,United_States,EPIC,0,36,36,36
2021-01-07,Snowbird,Utah,United_States,IKON,0,40,40,40
2021-01-07,Snowshoe Mountain,West_Virginia,United_States,IKON,0,55,N/A,55
2021-01-07,Solitude Mountain Resort,Utah,United_States,IKON,0,34,N/A,34
2021-01-07,Squaw Valley Alpine Meadows,California,United_States,IKON,0,39,N/A,64
2021-01-07,Steamboat,Colorado,United_States,IKON,0,N/A,30,44
2021-01-07,Stevens Pass Resort,Washington,United_States,EPIC,1,85,107,129
2021-01-07,Stoneham,Quebec,Canada,EPIC,0,14,14,14
2021-01-07,Stowe Mountain,Vermont,United_States,EPIC,0,12,24,36
2021-01-07,Stratton Mountain,Vermont,United_States,IKON,0,15,15,15
