Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2021-03-09,Afton Alps,Minnesota,United_States,EPIC,0,12,N/A,24
2021-03-09,Alpine Valley Resort,Wisconsin,United_States,EPIC,0,8,N/A,18
2021-03-09,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0,50,50,50
2021-03-09,Attitash,New_Hampshire,United_States,EPIC,0,32,N/A,32
2021-03-09,Beaver Creek,Colorado,United_States,EPIC,0,42,42,42
2021-03-09,Big Boulder,Pennsylvania,United_States,EPIC,0,N/A,N/A,N/A
2021-03-09,Big Sky,Montana,United_States,IKON,2,51,55,80
2021-03-09,Blue Mountain,Ontario,Canada,IKON,0,N/A,N/A,39
2021-03-09,Boston Mills,Ohio,United_States,EPIC,0,10,N/A,18
2021-03-09,Boyne Highlands,Michigan,United_States,IKON,0,42,N/A,42
2021-03-09,Boyne Mountain Resort,Michigan,United_States,IKON,0,38,N/A,38
2021-03-09,Brandywine,Ohio,United_States,EPIC,0,10,N/A,18
2021-03-09,Breckenridge,Colorado,United_States,EPIC,0,49,49,49
2021-03-09,Brighton Resort,Utah,United_States,IKON,0,N/A,N/A,87
2021-03-09,Coronet Peak,New_Zealand,New_Zealand,IKON,0,0,N/A,0
2021-03-09,Crested Butte Mountain Resort,Colorado,United_States,EPIC,1,53,53,53
2021-03-09,Crotched Mountain,New_Hampshire,United_States,EPIC,0,15,N/A,30
2021-03-09,Crystal Mountain,Washington,United_States,IKON,0,94,131,132
2021-03-09,Cypress Mountain,British_Columbia,Canada,IKON,4,102,N/A,N/A
2021-03-09,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2021-03-09,Heavenly,California,United_States,EPIC,1,53,63,79
2021-03-09,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0,42,N/A,54
2021-03-09,Jack Frost,Pennsylvania,United_States,EPIC,0,24,N/A,30
2021-03-09,June Mountain,California,United_States,IKON,0,36,N/A,48
2021-03-09,Keystone,Colorado,United_States,EPIC,0,42,42,42
2021-03-09,Kirkwood,California,United_States,EPIC,1,74,68,63
2021-03-09,Liberty,Pennsylvania,United_States,EPIC,0,12,N/A,16
2021-03-09,Loon Mountain,New_Hampshire,United_States,IKON,0,28,N/A,36
2021-03-09,Mad River Mountain,Ohio,United_States,EPIC,0,N/A,N/A,24
2021-03-09,Mammoth Mountain,California,United_States,IKON,0,70,105,100
2021-03-09,Mount Snow,Vermont,United_States,EPIC,0,41,N/A,41
2021-03-09,Mount Sunapee,New_Hampshire,United_States,EPIC,0,32,N/A,32
2021-03-09,Mt. Brighton,Michigan,United_States,EPIC,0,26,26,26
2021-03-09,Mt. Buller,Australia,Australia,IKON,0,0,N/A,0
2021-03-09,Mt. Hotham,Australia,Australia,EPIC,0,0,0,0
2021-03-09,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0,0,N/A,0
2021-03-09,Northstar California,California,United_States,EPIC,7,23,N/A,77
2021-03-09,Okemo Mountain Resort,Vermont,United_States,EPIC,0,24,N/A,36
2021-03-09,Paoli Peaks,Indiana,United_States,EPIC,0,N/A,N/A,N/A
2021-03-09,Park City,Utah,United_States,EPIC,0,52,N/A,69
2021-03-09,Perisher,Australia,Australia,EPIC,0,0,0,0
2021-03-09,Revelstoke,British_Columbia,Canada,IKON,0,99,N/A,163
2021-03-09,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0,20,N/A,20
2021-03-09,Snow Creek,Missouri,United_States,EPIC,0,20,N/A,20
2021-03-09,Snowshoe Mountain,West_Virginia,United_States,IKON,0,50,N/A,50
2021-03-09,Solitude Mountain Resort,Utah,United_States,IKON,0,N/A,N/A,77
2021-03-09,Squaw Valley Alpine Meadows,California,United_States,IKON,11,77,124,N/A
2021-03-09,Steamboat,Colorado,United_States,IKON,0,N/A,48,73
2021-03-09,Stevens Pass Resort,Washington,United_States,EPIC,0,121,151,169
2021-03-09,Stowe Mountain,Vermont,United_States,EPIC,0,30,40,60
2021-03-09,Stratton Mountain,Vermont,United_States,IKON,0,24,24,24
2021-03-09,Sugarbush,Vermont,United_States,IKON,0,48,N/A,72
2021-03-09,Sugarloaf,Maine,United_States,IKON,0,18,21,24
2021-03-09,Sunday River,Maine,United_States,IKON,0,22,N/A,38
2021-03-09,Taos Ski Valley,New_Mexico,United_States,IKON,0,55,67,67
2021-03-09,The Remarkables,New_Zealand,New_Zealand,IKON,0,0,N/A,0
2021-03-09,The Summit at Snoqualmie,Washington,United_States,IKON,0,N/A,N/A,117
2021-03-09,Thredbo Alpine Resort,Australia,Australia,IKON,0,0,N/A,0
2021-03-09,Tremblant,Quebec,Canada,IKON,1,30,N/A,50
2021-03-09,Vail,Colorado,United_States,EPIC,0,53,53,53
2021-03-09,Valle Nevado,Chile,Chile,IKON,0,0,0,0
2021-03-09,Whistler Blackcomb,British_Columbia,Canada,EPIC,0,106,106,106
2021-03-09,Whitetail Resort,Pennsylvania,United_States,EPIC,0,32,N/A,32
2021-03-09,Wildcat Mountain,New_Hampshire,United_States,EPIC,0,18,N/A,36
2021-03-09,Wilmot Mountain,Wisconsin,United_States,EPIC,0,20,N/A,20
2021-03-09,Winter Park,Colorado,United_States,IKON,0,N/A,N/A,61
