date,resort_name,region,country,pass,snowfall
2021-01-20,Mt. Buller,Australia,Australia,IKON,0
2021-01-20,Mt. Hotham,Australia,Australia,EPIC,0
2021-01-20,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-01-20,Northstar California,California,United_States,EPIC,0
2021-01-20,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-01-20,Paoli Peaks,Indiana,United_States,EPIC,0
2021-01-20,Park City,Utah,United_States,EPIC,0
2021-01-20,Perisher,Australia,Australia,EPIC,0
2021-01-20,Revelstoke,British_Columbia,Canada,IKON,0
2021-01-20,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-01-20,Snow Creek,Missouri,United_States,EPIC,0
2021-01-20,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-01-20,Solitude Mountain Resort,Utah,United_States,IKON,0
2021-01-20,Squaw Valley Alpine Meadows,California,United_States,IKON,0
2021-01-20,Steamboat,Colorado,United_States,IKON,0
2021-01-20,Stevens Pass Resort,Washington,United_States,EPIC,0
2021-01-20,Stowe Mountain,Vermont,United_States,EPIC,0
2021-01-20,Stratton Mountain,Vermont,United_States,IKON,0
2021-01-20,Sugarbush,Vermont,United_States,IKON,0
2021-01-20,Sugarloaf,Maine,United_States,IKON,0
2021-01-20,Sunday River,Maine,United_States,IKON,0
2021-01-20,Taos Ski Valley,New_Mexico,United_States,IKON,0
2021-01-20,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-01-20,The Summit at Snoqualmie,Washington,United_States,IKON,0
2021-01-20,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-01-20,Tremblant,Quebec,Canada,IKON,0
2021-01-20,Vail,Colorado,United_States,EPIC,0
2021-01-20,Valle Nevado,Chile,Chile,IKON,0
2021-01-20,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-01-20,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-01-20,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-01-20,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-01-20,Winter Park,Colorado,United_States,IKON,0
2021-01-21,Afton Alps,Minnesota,United_States,EPIC,0
2021-01-21,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-01-21,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0
2021-01-21,Attitash,New_Hampshire,United_States,EPIC,0
2021-01-21,Beaver Creek,Colorado,United_States,EPIC,0
2021-01-21,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-01-21,Big Sky,Montana,United_States,IKON,0
2021-01-21,Blue Mountain,Ontario,Canada,IKON,0
2021-01-21,Boston Mills,Ohio,United_States,EPIC,0
2021-01-21,Boyne Highlands,Michigan,United_States,IKON,0
2021-01-21,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-01-21,Brandywine,Ohio,United_States,EPIC,0
2021-01-21,Breckenridge,Colorado,United_States,EPIC,0
2021-01-21,Brighton Resort,Utah,United_States,IKON,0
2021-01-21,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-01-21,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0
2021-01-21,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-01-21,Crystal Mountain,Washington,United_States,IKON,0
2021-01-21,Cypress Mountain,British_Columbia,Canada,IKON,0
2021-01-21,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-01-21,Heavenly,California,United_States,EPIC,0
2021-01-21,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-01-21,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-01-21,June Mountain,California,United_States,IKON,0
2021-01-21,Keystone,Colorado,United_States,EPIC,0
2021-01-21,Kirkwood,California,United_States,EPIC,0
2021-01-21,Liberty,Pennsylvania,United_States,EPIC,0
2021-01-21,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-01-21,Mad River Mountain,Ohio,United_States,EPIC,0
2021-01-21,Mammoth Mountain,California,United_States,IKON,0
2021-01-21,Mount Snow,Vermont,United_States,EPIC,0
2021-01-21,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-01-21,Mt. Brighton,Michigan,United_States,EPIC,0
2021-01-21,Mt. Buller,Australia,Australia,IKON,0
2021-01-21,Mt. Hotham,Australia,Australia,EPIC,0
2021-01-21,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-01-21,Northstar California,California,United_States,EPIC,0
2021-01-21,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-01-21,Paoli Peaks,Indiana,United_States,EPIC,0
2021-01-21,Park City,Utah,United_States,EPIC,0
2021-01-21,Perisher,Australia,Australia,EPIC,0
2021-01-21,Revelstoke,British_Columbia,Canada,IKON,0
2021-01-21,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-01-21,Snow Creek,Missouri,United_States,EPIC,0
2021-01-21,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-01-21,Solitude Mountain Resort,Utah,United_States,IKON,0
2021-01-21,Squaw Valley Alpine Meadows,California,United_States,IKON,0
2021-01-21,Steamboat,Colorado,United_States,IKON,0
2021-01-21,Stevens Pass Resort,Washington,United_States,EPIC,0
2021-01-21,Stowe Mountain,Vermont,United_States,EPIC,0
2021-01-21,Stratton Mountain,Vermont,United_States,IKON,0
2021-01-21,Sugarbush,Vermont,United_States,IKON,0
2021-01-21,Sugarloaf,Maine,United_States,IKON,0
2021-01-21,Sunday River,Maine,United_States,IKON,0
2021-01-21,Taos Ski Valley,New_Mexico,United_States,IKON,0
2021-01-21,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-01-21,The Summit at Snoqualmie,Washington,United_States,IKON,0
2021-01-21,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-01-21,Tremblant,Quebec,Canada,IKON,0
2021-01-21,Vail,Colorado,United_States,EPIC,0
2021-01-21,Valle Nevado,Chile,Chile,IKON,0
2021-01-21,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-01-21,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-01-21,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-01-21,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-01-21,Winter Park,Colorado,United_States,IKON,0
2021-01-22,Afton Alps,Minnesota,United_States,EPIC,0
2021-01-22,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-01-22,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0
2021-01-22,Attitash,New_Hampshire,United_States,EPIC,0
2021-01-22,Beaver Creek,Colorado,United_States,EPIC,0
2021-01-22,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-01-22,Big Sky,Montana,United_States,IKON,0
2021-01-22,Blue Mountain,Ontario,Canada,IKON,0
2021-01-22,Boston Mills,Ohio,United_States,EPIC,0
2021-01-22,Boyne Highlands,Michigan,United_States,IKON,0
2021-01-22,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-01-22,Brandywine,Ohio,United_States,EPIC,0
2021-01-22,Breckenridge,Colorado,United_States,EPIC,0
2021-01-22,Brighton Resort,Utah,United_States,IKON,0
2021-01-22,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-01-22,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0
2021-01-22,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-01-22,Crystal Mountain,Washington,United_States,IKON,0
2021-01-22,Cypress Mountain,British_Columbia,Canada,IKON,0
2021-01-22,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-01-22,Heavenly,California,United_States,EPIC,0
2021-01-22,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-01-22,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-01-22,June Mountain,California,United_States,IKON,0
2021-01-22,Keystone,Colorado,United_States,EPIC,0
2021-01-22,Kirkwood,California,United_States,EPIC,0
2021-01-22,Liberty,Pennsylvania,United_States,EPIC,0
2021-01-22,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-01-22,Mad River Mountain,Ohio,United_States,EPIC,0
2021-01-22,Mammoth Mountain,California,United_States,IKON,0
2021-01-22,Mount Snow,Vermont,United_States,EPIC,0
2021-01-22,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-01-22,Mt. Brighton,Michigan,United_States,EPIC,0
2021-01-22,Mt. Buller,Australia,Australia,IKON,0
2021-01-22,Mt. Hotham,Australia,Australia,EPIC,0
2021-01-22,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-01-22,Northstar California,California,United_States,EPIC,0
2021-01-22,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-01-22,Paoli Peaks,Indiana,United_States,EPIC,0
2021-01-22,Park City,Utah,United_States,EPIC,0
2021-01-22,Perisher,Australia,Australia,EPIC,0
2021-01-22,Revelstoke,British_Columbia,Canada,IKON,0
2021-01-22,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-01-22,Snow Creek,Missouri,United_States,EPIC,0
2021-01-22,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-01-22,Solitude Mountain Resort,Utah,United_States,IKON,0
2021-01-22,Squaw Valley Alpine Meadows,California,United_States,IKON,0
2021-01-22,Steamboat,Colorado,United_States,IKON,0
2021-01-22,Stevens Pass Resort,Washington,United_States,EPIC,0
2021-01-22,Stowe Mountain,Vermont,United_States,EPIC,0
2021-01-22,Stratton Mountain,Vermont,United_States,IKON,0
2021-01-22,Sugarbush,Vermont,United_States,IKON,0
2021-01-22,Sugarloaf,Maine,United_States,IKON,0
2021-01-22,Sunday River,Maine,United_States,IKON,0
2021-01-22,Taos Ski Valley,New_Mexico,United_States,IKON,0
2021-01-22,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-01-22,The Summit at Snoqualmie,Washington,United_States,IKON,0
2021-01-22,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-01-22,Tremblant,Quebec,Canada,IKON,0
2021-01-22,Vail,Colorado,United_States,EPIC,0
2021-01-22,Valle Nevado,Chile,Chile,IKON,0
2021-01-22,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-01-22,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-01-22,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-01-22,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-01-22,Winter Park,Colorado,United_States,IKON,0
2021-01-23,Afton Alps,Minnesota,United_States,EPIC,0
2021-01-23,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-01-23,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0
2021-01-23,Attitash,New_Hampshire,United_States,EPIC,0
2021-01-23,Beaver Creek,Colorado,United_States,EPIC,2
2021-01-23,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-01-23,Big Sky,Montana,United_States,IKON,0
2021-01-23,Blue Mountain,Ontario,Canada,IKON,0
2021-01-23,Boston Mills,Ohio,United_States,EPIC,0
2021-01-23,Boyne Highlands,Michigan,United_States,IKON,0
2021-01-23,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-01-23,Brandywine,Ohio,United_States,EPIC,0
2021-01-23,Breckenridge,Colorado,United_States,EPIC,0
2021-01-23,Brighton Resort,Utah,United_States,IKON,4
2021-01-23,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-01-23,Crested Butte Mountain Resort,Colorado,United_States,EPIC,4
2021-01-23,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-01-23,Crystal Mountain,Washington,United_States,IKON,0
2021-01-23,Cypress Mountain,British_Columbia,Canada,IKON,0
2021-01-23,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-01-23,Heavenly,California,United_States,EPIC,2
2021-01-23,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-01-23,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-01-23,June Mountain,California,United_States,IKON,0
2021-01-23,Keystone,Colorado,United_States,EPIC,0
2021-01-23,Kirkwood,California,United_States,EPIC,0
2021-01-23,Liberty,Pennsylvania,United_States,EPIC,0
2021-01-23,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-01-23,Mad River Mountain,Ohio,United_States,EPIC,0
2021-01-23,Mammoth Mountain,California,United_States,IKON,1
2021-01-23,Mount Snow,Vermont,United_States,EPIC,0
2021-01-23,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-01-23,Mt. Brighton,Michigan,United_States,EPIC,0
2021-01-23,Mt. Buller,Australia,Australia,IKON,0
2021-01-23,Mt. Hotham,Australia,Australia,EPIC,0
2021-01-23,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-01-23,Northstar California,California,United_States,EPIC,1
2021-01-23,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-01-23,Paoli Peaks,Indiana,United_States,EPIC,0
2021-01-23,Park City,Utah,United_States,EPIC,0
2021-01-23,Perisher,Australia,Australia,EPIC,0
2021-01-23,Revelstoke,British_Columbia,Canada,IKON,0
2021-01-23,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-01-23,Snow Creek,Missouri,United_States,EPIC,0
2021-01-23,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-01-23,Solitude Mountain Resort,Utah,United_States,IKON,2
2021-01-23,Squaw Valley Alpine Meadows,California,United_States,IKON,0
2021-01-23,Steamboat,Colorado,United_States,IKON,2
2021-01-23,Stevens Pass Resort,Washington,United_States,EPIC,0
2021-01-23,Stowe Mountain,Vermont,United_States,EPIC,0
2021-01-23,Stratton Mountain,Vermont,United_States,IKON,0
2021-01-23,Sugarbush,Vermont,United_States,IKON,0
2021-01-23,Sugarloaf,Maine,United_States,IKON,0
2021-01-23,Sunday River,Maine,United_States,IKON,0
2021-01-23,Taos Ski Valley,New_Mexico,United_States,IKON,3
2021-01-23,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-01-23,The Summit at Snoqualmie,Washington,United_States,IKON,0
2021-01-23,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-01-23,Tremblant,Quebec,Canada,IKON,0
2021-01-23,Vail,Colorado,United_States,EPIC,1
2021-01-23,Valle Nevado,Chile,Chile,IKON,0
2021-01-23,Whistler Blackcomb,British_Columbia,Canada,EPIC,2
2021-01-23,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-01-23,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-01-23,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-01-23,Winter Park,Colorado,United_States,IKON,0
2021-01-24,Afton Alps,Minnesota,United_States,EPIC,0
2021-01-24,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-01-24,Arapahoe Basin Ski Area,Colorado,United_States,IKON,1
2021-01-24,Attitash,New_Hampshire,United_States,EPIC,0
2021-01-24,Beaver Creek,Colorado,United_States,EPIC,0
2021-01-24,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-01-24,Big Sky,Montana,United_States,IKON,0
2021-01-24,Blue Mountain,Ontario,Canada,IKON,0
2021-01-24,Boston Mills,Ohio,United_States,EPIC,0
2021-01-24,Boyne Highlands,Michigan,United_States,IKON,0
2021-01-24,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-01-24,Brandywine,Ohio,United_States,EPIC,1
2021-01-24,Breckenridge,Colorado,United_States,EPIC,1
2021-01-24,Brighton Resort,Utah,United_States,IKON,0
2021-01-24,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-01-24,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0
2021-01-24,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-01-24,Crystal Mountain,Washington,United_States,IKON,3
2021-01-24,Cypress Mountain,British_Columbia,Canada,IKON,0
2021-01-24,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-01-24,Heavenly,California,United_States,EPIC,1
2021-01-24,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-01-24,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-01-24,June Mountain,California,United_States,IKON,0
2021-01-24,Keystone,Colorado,United_States,EPIC,1
2021-01-24,Kirkwood,California,United_States,EPIC,7
2021-01-24,Liberty,Pennsylvania,United_States,EPIC,0
2021-01-24,Loon Mountain,New_Hampshire,United_States,IKON,1
2021-01-24,Mad River Mountain,Ohio,United_States,EPIC,0
2021-01-24,Mammoth Mountain,California,United_States,IKON,6
2021-01-24,Mount Snow,Vermont,United_States,EPIC,0
2021-01-24,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-01-24,Mt. Brighton,Michigan,United_States,EPIC,0
2021-01-24,Mt. Buller,Australia,Australia,IKON,0
2021-01-24,Mt. Hotham,Australia,Australia,EPIC,0
2021-01-24,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-01-24,Northstar California,California,United_States,EPIC,3
2021-01-24,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-01-24,Paoli Peaks,Indiana,United_States,EPIC,0
2021-01-24,Park City,Utah,United_States,EPIC,1
2021-01-24,Perisher,Australia,Australia,EPIC,0
2021-01-24,Revelstoke,British_Columbia,Canada,IKON,0
2021-01-24,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-01-24,Snow Creek,Missouri,United_States,EPIC,0
2021-01-24,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-01-24,Solitude Mountain Resort,Utah,United_States,IKON,0
2021-01-24,Squaw Valley Alpine Meadows,California,United_States,IKON,8
2021-01-24,Steamboat,Colorado,United_States,IKON,2
2021-01-24,Stevens Pass Resort,Washington,United_States,EPIC,3
2021-01-24,Stowe Mountain,Vermont,United_States,EPIC,0
2021-01-24,Stratton Mountain,Vermont,United_States,IKON,0
2021-01-24,Sugarbush,Vermont,United_States,IKON,0
2021-01-24,Sugarloaf,Maine,United_States,IKON,0
2021-01-24,Sunday River,Maine,United_States,IKON,0
2021-01-24,Taos Ski Valley,New_Mexico,United_States,IKON,9
2021-01-24,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-01-24,The Summit at Snoqualmie,Washington,United_States,IKON,4
2021-01-24,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-01-24,Tremblant,Quebec,Canada,IKON,0
2021-01-24,Vail,Colorado,United_States,EPIC,0
2021-01-24,Valle Nevado,Chile,Chile,IKON,0
2021-01-24,Whistler Blackcomb,British_Columbia,Canada,EPIC,1
2021-01-24,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-01-24,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-01-24,Wilmot Mountain,Wisconsin,United_States,EPIC,5
2021-01-24,Winter Park,Colorado,United_States,IKON,0
2021-01-25,Afton Alps,Minnesota,United_States,EPIC,0
2021-01-25,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-01-25,Arapahoe Basin Ski Area,Colorado,United_States,IKON,1
2021-01-25,Attitash,New_Hampshire,United_States,EPIC,0
2021-01-25,Beaver Creek,Colorado,United_States,EPIC,0
2021-01-25,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-01-25,Big Sky,Montana,United_States,IKON,0
2021-01-25,Blue Mountain,Ontario,Canada,IKON,0
2021-01-25,Boston Mills,Ohio,United_States,EPIC,0
2021-01-25,Boyne Highlands,Michigan,United_States,IKON,0
2021-01-25,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-01-25,Brandywine,Ohio,United_States,EPIC,0
2021-01-25,Breckenridge,Colorado,United_States,EPIC,2
2021-01-25,Brighton Resort,Utah,United_States,IKON,0
2021-01-25,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-01-25,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0
2021-01-25,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-01-25,Crystal Mountain,Washington,United_States,IKON,3
2021-01-25,Cypress Mountain,British_Columbia,Canada,IKON,10
2021-01-25,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-01-25,Heavenly,California,United_States,EPIC,7
2021-01-25,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-01-25,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-01-25,June Mountain,California,United_States,IKON,0
2021-01-25,Keystone,Colorado,United_States,EPIC,1
2021-01-25,Kirkwood,California,United_States,EPIC,5
2021-01-25,Liberty,Pennsylvania,United_States,EPIC,0
2021-01-25,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-01-25,Mad River Mountain,Ohio,United_States,EPIC,0
2021-01-25,Mammoth Mountain,California,United_States,IKON,0
2021-01-25,Mount Snow,Vermont,United_States,EPIC,0
2021-01-25,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-01-25,Mt. Brighton,Michigan,United_States,EPIC,2
2021-01-25,Mt. Buller,Australia,Australia,IKON,0
2021-01-25,Mt. Hotham,Australia,Australia,EPIC,0
2021-01-25,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-01-25,Northstar California,California,United_States,EPIC,1
2021-01-25,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-01-25,Paoli Peaks,Indiana,United_States,EPIC,0
2021-01-25,Park City,Utah,United_States,EPIC,2
2021-01-25,Perisher,Australia,Australia,EPIC,0
2021-01-25,Revelstoke,British_Columbia,Canada,IKON,0
2021-01-25,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-01-25,Snow Creek,Missouri,United_States,EPIC,2
2021-01-25,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-01-25,Solitude Mountain Resort,Utah,United_States,IKON,0
2021-01-25,Squaw Valley Alpine Meadows,California,United_States,IKON,3
2021-01-25,Steamboat,Colorado,United_States,IKON,2
2021-01-25,Stevens Pass Resort,Washington,United_States,EPIC,0
2021-01-25,Stowe Mountain,Vermont,United_States,EPIC,0
2021-01-25,Stratton Mountain,Vermont,United_States,IKON,0
2021-01-25,Sugarbush,Vermont,United_States,IKON,0
2021-01-25,Sugarloaf,Maine,United_States,IKON,0
2021-01-25,Sunday River,Maine,United_States,IKON,0
2021-01-25,Taos Ski Valley,New_Mexico,United_States,IKON,2
2021-01-25,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-01-25,The Summit at Snoqualmie,Washington,United_States,IKON,0
2021-01-25,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-01-25,Tremblant,Quebec,Canada,IKON,0
2021-01-25,Vail,Colorado,United_States,EPIC,0
2021-01-25,Valle Nevado,Chile,Chile,IKON,0
2021-01-25,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-01-25,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-01-25,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-01-25,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-01-25,Winter Park,Colorado,United_States,IKON,0
2021-01-26,Afton Alps,Minnesota,United_States,EPIC,0
2021-01-26,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-01-26,Arapahoe Basin Ski Area,Colorado,United_States,IKON,1
2021-01-26,Attitash,New_Hampshire,United_States,EPIC,0
2021-01-26,Beaver Creek,Colorado,United_States,EPIC,2
2021-01-26,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-01-26,Big Sky,Montana,United_States,IKON,0
2021-01-26,Blue Mountain,Ontario,Canada,IKON,0
2021-01-26,Boston Mills,Ohio,United_States,EPIC,0
2021-01-26,Boyne Highlands,Michigan,United_States,IKON,0
2021-01-26,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-01-26,Brandywine,Ohio,United_States,EPIC,0
2021-01-26,Breckenridge,Colorado,United_States,EPIC,2
2021-01-26,Brighton Resort,Utah,United_States,IKON,0
2021-01-26,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-01-26,Crested Butte Mountain Resort,Colorado,United_States,EPIC,2
2021-01-26,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-01-26,Crystal Mountain,Washington,United_States,IKON,5
2021-01-26,Cypress Mountain,British_Columbia,Canada,IKON,4
2021-01-26,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-01-26,Heavenly,California,United_States,EPIC,12
2021-01-26,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-01-26,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-01-26,June Mountain,California,United_States,IKON,24
2021-01-26,Keystone,Colorado,United_States,EPIC,2
2021-01-26,Kirkwood,California,United_States,EPIC,11
2021-01-26,Liberty,Pennsylvania,United_States,EPIC,0
2021-01-26,Loon Mountain,New_Hampshire,United_States,IKON,1
2021-01-26,Mad River Mountain,Ohio,United_States,EPIC,0
2021-01-26,Mammoth Mountain,California,United_States,IKON,24
2021-01-26,Mount Snow,Vermont,United_States,EPIC,0
2021-01-26,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-01-26,Mt. Brighton,Michigan,United_States,EPIC,0
2021-01-26,Mt. Buller,Australia,Australia,IKON,0
2021-01-26,Mt. Hotham,Australia,Australia,EPIC,0
2021-01-26,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-01-26,Northstar California,California,United_States,EPIC,10
2021-01-26,Okemo Mountain Resort,Vermont,United_States,EPIC,3
2021-01-26,Paoli Peaks,Indiana,United_States,EPIC,0
2021-01-26,Park City,Utah,United_States,EPIC,3
2021-01-26,Perisher,Australia,Australia,EPIC,0
2021-01-26,Revelstoke,British_Columbia,Canada,IKON,1
2021-01-26,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-01-26,Snow Creek,Missouri,United_States,EPIC,3
2021-01-26,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-01-26,Solitude Mountain Resort,Utah,United_States,IKON,0
2021-01-26,Squaw Valley Alpine Meadows,California,United_States,IKON,14
2021-01-26,Steamboat,Colorado,United_States,IKON,4
2021-01-26,Stevens Pass Resort,Washington,United_States,EPIC,3
2021-01-26,Stowe Mountain,Vermont,United_States,EPIC,1
2021-01-26,Stratton Mountain,Vermont,United_States,IKON,5
2021-01-26,Sugarbush,Vermont,United_States,IKON,2
2021-01-26,Sugarloaf,Maine,United_States,IKON,2
2021-01-26,Sunday River,Maine,United_States,IKON,4
2021-01-26,Taos Ski Valley,New_Mexico,United_States,IKON,8
2021-01-26,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-01-26,The Summit at Snoqualmie,Washington,United_States,IKON,1
2021-01-26,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-01-26,Tremblant,Quebec,Canada,IKON,0
2021-01-26,Vail,Colorado,United_States,EPIC,4
2021-01-26,Valle Nevado,Chile,Chile,IKON,0
2021-01-26,Whistler Blackcomb,British_Columbia,Canada,EPIC,1
2021-01-26,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-01-26,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-01-26,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-01-26,Winter Park,Colorado,United_States,IKON,0
2021-01-27,Afton Alps,Minnesota,United_States,EPIC,0
2021-01-27,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-01-27,Arapahoe Basin Ski Area,Colorado,United_States,IKON,1
2021-01-27,Attitash,New_Hampshire,United_States,EPIC,0
2021-01-27,Beaver Creek,Colorado,United_States,EPIC,0
2021-01-27,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-01-27,Big Sky,Montana,United_States,IKON,0
2021-01-27,Blue Mountain,Ontario,Canada,IKON,0
2021-01-27,Boston Mills,Ohio,United_States,EPIC,0
2021-01-27,Boyne Highlands,Michigan,United_States,IKON,0
2021-01-27,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-01-27,Brandywine,Ohio,United_States,EPIC,0
