date,resort_name,region,country,pass,snowfall
2021-02-10,Valle Nevado,Chile,Chile,IKON,0
2021-02-10,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-02-10,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-02-10,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-02-10,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-02-10,Winter Park,Colorado,United_States,IKON,2
2021-02-11,Afton Alps,Minnesota,United_States,EPIC,0
2021-02-11,Alpine Valley Resort,Wisconsin,United_States,EPIC,1
2021-02-11,Arapahoe Basin Ski Area,Colorado,United_States,IKON,1
2021-02-11,Attitash,New_Hampshire,United_States,EPIC,2
2021-02-11,Beaver Creek,Colorado,United_States,EPIC,0
2021-02-11,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-02-11,Big Sky,Montana,United_States,IKON,0
2021-02-11,Blue Mountain,Ontario,Canada,IKON,0
2021-02-11,Boston Mills,Ohio,United_States,EPIC,0
2021-02-11,Boyne Highlands,Michigan,United_States,IKON,1
2021-02-11,Boyne Mountain Resort,Michigan,United_States,IKON,1
2021-02-11,Brandywine,Ohio,United_States,EPIC,0
2021-02-11,Breckenridge,Colorado,United_States,EPIC,0
2021-02-11,Brighton Resort,Utah,United_States,IKON,6
2021-02-11,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-02-11,Crested Butte Mountain Resort,Colorado,United_States,EPIC,2
2021-02-11,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-02-11,Crystal Mountain,Washington,United_States,IKON,3
2021-02-11,Cypress Mountain,British_Columbia,Canada,IKON,0
2021-02-11,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-02-11,Heavenly,California,United_States,EPIC,11
2021-02-11,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-02-11,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-02-11,June Mountain,California,United_States,IKON,12
2021-02-11,Keystone,Colorado,United_States,EPIC,0
2021-02-11,Kirkwood,California,United_States,EPIC,11
2021-02-11,Liberty,Pennsylvania,United_States,EPIC,0
2021-02-11,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-02-11,Mad River Mountain,Ohio,United_States,EPIC,0
2021-02-11,Mammoth Mountain,California,United_States,IKON,15
2021-02-11,Mount Snow,Vermont,United_States,EPIC,0
2021-02-11,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-02-11,Mt. Brighton,Michigan,United_States,EPIC,0
2021-02-11,Mt. Buller,Australia,Australia,IKON,0
2021-02-11,Mt. Hotham,Australia,Australia,EPIC,0
2021-02-11,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-02-11,Northstar California,California,United_States,EPIC,12
2021-02-11,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-02-11,Paoli Peaks,Indiana,United_States,EPIC,0
2021-02-11,Park City,Utah,United_States,EPIC,0
2021-02-11,Perisher,Australia,Australia,EPIC,0
2021-02-11,Revelstoke,British_Columbia,Canada,IKON,0
2021-02-11,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-02-11,Snow Creek,Missouri,United_States,EPIC,0
2021-02-11,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-02-11,Solitude Mountain Resort,Utah,United_States,IKON,6
2021-02-11,Squaw Valley Alpine Meadows,California,United_States,IKON,16
2021-02-11,Steamboat,Colorado,United_States,IKON,4
2021-02-11,Stevens Pass Resort,Washington,United_States,EPIC,0
2021-02-11,Stowe Mountain,Vermont,United_States,EPIC,0
2021-02-11,Stratton Mountain,Vermont,United_States,IKON,0
2021-02-11,Sugarbush,Vermont,United_States,IKON,0
2021-02-11,Sugarloaf,Maine,United_States,IKON,0
2021-02-11,Sunday River,Maine,United_States,IKON,0
2021-02-11,Taos Ski Valley,New_Mexico,United_States,IKON,0
2021-02-11,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-02-11,The Summit at Snoqualmie,Washington,United_States,IKON,1
2021-02-11,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-02-11,Tremblant,Quebec,Canada,IKON,0
2021-02-11,Vail,Colorado,United_States,EPIC,1
2021-02-11,Valle Nevado,Chile,Chile,IKON,0
2021-02-11,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-02-11,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-02-11,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-02-11,Wilmot Mountain,Wisconsin,United_States,EPIC,1
2021-02-11,Winter Park,Colorado,United_States,IKON,1
2021-02-12,Afton Alps,Minnesota,United_States,EPIC,0
2021-02-12,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-02-12,Arapahoe Basin Ski Area,Colorado,United_States,IKON,9
2021-02-12,Attitash,New_Hampshire,United_States,EPIC,2
2021-02-12,Beaver Creek,Colorado,United_States,EPIC,7
2021-02-12,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-02-12,Big Sky,Montana,United_States,IKON,3
2021-02-12,Blue Mountain,Ontario,Canada,IKON,0
2021-02-12,Boston Mills,Ohio,United_States,EPIC,0
2021-02-12,Boyne Highlands,Michigan,United_States,IKON,0
2021-02-12,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-02-12,Brandywine,Ohio,United_States,EPIC,0
2021-02-12,Breckenridge,Colorado,United_States,EPIC,10
2021-02-12,Brighton Resort,Utah,United_States,IKON,10
2021-02-12,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-02-12,Crested Butte Mountain Resort,Colorado,United_States,EPIC,7
2021-02-12,Crotched Mountain,New_Hampshire,United_States,EPIC,1
2021-02-12,Crystal Mountain,Washington,United_States,IKON,0
2021-02-12,Cypress Mountain,British_Columbia,Canada,IKON,2
2021-02-12,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-02-12,Heavenly,California,United_States,EPIC,2
2021-02-12,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-02-12,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-02-12,June Mountain,California,United_States,IKON,1
2021-02-12,Keystone,Colorado,United_States,EPIC,5
2021-02-12,Kirkwood,California,United_States,EPIC,3
2021-02-12,Liberty,Pennsylvania,United_States,EPIC,0
2021-02-12,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-02-12,Mad River Mountain,Ohio,United_States,EPIC,0
2021-02-12,Mammoth Mountain,California,United_States,IKON,0
2021-02-12,Mount Snow,Vermont,United_States,EPIC,0
2021-02-12,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-02-12,Mt. Brighton,Michigan,United_States,EPIC,1
2021-02-12,Mt. Buller,Australia,Australia,IKON,0
2021-02-12,Mt. Hotham,Australia,Australia,EPIC,0
2021-02-12,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-02-12,Northstar California,California,United_States,EPIC,4
2021-02-12,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-02-12,Paoli Peaks,Indiana,United_States,EPIC,0
2021-02-12,Park City,Utah,United_States,EPIC,3
2021-02-12,Perisher,Australia,Australia,EPIC,0
2021-02-12,Revelstoke,British_Columbia,Canada,IKON,0
2021-02-12,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-02-12,Snow Creek,Missouri,United_States,EPIC,0
2021-02-12,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-02-12,Solitude Mountain Resort,Utah,United_States,IKON,6
2021-02-12,Squaw Valley Alpine Meadows,California,United_States,IKON,6
2021-02-12,Steamboat,Colorado,United_States,IKON,9
2021-02-12,Stevens Pass Resort,Washington,United_States,EPIC,6
2021-02-12,Stowe Mountain,Vermont,United_States,EPIC,0
2021-02-12,Stratton Mountain,Vermont,United_States,IKON,0
2021-02-12,Sugarbush,Vermont,United_States,IKON,0
2021-02-12,Sugarloaf,Maine,United_States,IKON,0
2021-02-12,Sunday River,Maine,United_States,IKON,0
2021-02-12,Taos Ski Valley,New_Mexico,United_States,IKON,1
2021-02-12,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-02-12,The Summit at Snoqualmie,Washington,United_States,IKON,0
2021-02-12,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-02-12,Tremblant,Quebec,Canada,IKON,0
2021-02-12,Vail,Colorado,United_States,EPIC,6
2021-02-12,Valle Nevado,Chile,Chile,IKON,0
2021-02-12,Whistler Blackcomb,British_Columbia,Canada,EPIC,2
2021-02-12,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-02-12,Wildcat Mountain,New_Hampshire,United_States,EPIC,1
2021-02-12,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-02-12,Winter Park,Colorado,United_States,IKON,9
2021-02-13,Afton Alps,Minnesota,United_States,EPIC,0
2021-02-13,Alpine Valley Resort,Wisconsin,United_States,EPIC,2
2021-02-13,Arapahoe Basin Ski Area,Colorado,United_States,IKON,2
2021-02-13,Attitash,New_Hampshire,United_States,EPIC,0
2021-02-13,Beaver Creek,Colorado,United_States,EPIC,1
2021-02-13,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-02-13,Big Sky,Montana,United_States,IKON,1
2021-02-13,Blue Mountain,Ontario,Canada,IKON,0
2021-02-13,Boston Mills,Ohio,United_States,EPIC,0
2021-02-13,Boyne Highlands,Michigan,United_States,IKON,1
2021-02-13,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-02-13,Brandywine,Ohio,United_States,EPIC,0
2021-02-13,Breckenridge,Colorado,United_States,EPIC,0
2021-02-13,Brighton Resort,Utah,United_States,IKON,0
2021-02-13,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-02-13,Crested Butte Mountain Resort,Colorado,United_States,EPIC,5
2021-02-13,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-02-13,Crystal Mountain,Washington,United_States,IKON,5
2021-02-13,Cypress Mountain,British_Columbia,Canada,IKON,2
2021-02-13,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-02-13,Heavenly,California,United_States,EPIC,4
2021-02-13,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-02-13,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-02-13,June Mountain,California,United_States,IKON,0
2021-02-13,Keystone,Colorado,United_States,EPIC,0
2021-02-13,Kirkwood,California,United_States,EPIC,5
2021-02-13,Liberty,Pennsylvania,United_States,EPIC,0
2021-02-13,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-02-13,Mad River Mountain,Ohio,United_States,EPIC,0
2021-02-13,Mammoth Mountain,California,United_States,IKON,6
2021-02-13,Mount Snow,Vermont,United_States,EPIC,0
2021-02-13,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-02-13,Mt. Brighton,Michigan,United_States,EPIC,1
2021-02-13,Mt. Buller,Australia,Australia,IKON,0
2021-02-13,Mt. Hotham,Australia,Australia,EPIC,0
2021-02-13,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-02-13,Northstar California,California,United_States,EPIC,5
2021-02-13,Okemo Mountain Resort,Vermont,United_States,EPIC,1
2021-02-13,Paoli Peaks,Indiana,United_States,EPIC,0
2021-02-13,Park City,Utah,United_States,EPIC,5
2021-02-13,Perisher,Australia,Australia,EPIC,0
2021-02-13,Revelstoke,British_Columbia,Canada,IKON,0
2021-02-13,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-02-13,Snow Creek,Missouri,United_States,EPIC,2
2021-02-13,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-02-13,Solitude Mountain Resort,Utah,United_States,IKON,15
2021-02-13,Squaw Valley Alpine Meadows,California,United_States,IKON,5
2021-02-13,Steamboat,Colorado,United_States,IKON,3
2021-02-13,Stevens Pass Resort,Washington,United_States,EPIC,9
2021-02-13,Stowe Mountain,Vermont,United_States,EPIC,0
2021-02-13,Stratton Mountain,Vermont,United_States,IKON,0
2021-02-13,Sugarbush,Vermont,United_States,IKON,1
2021-02-13,Sugarloaf,Maine,United_States,IKON,0
2021-02-13,Sunday River,Maine,United_States,IKON,0
2021-02-13,Taos Ski Valley,New_Mexico,United_States,IKON,7
2021-02-13,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-02-13,The Summit at Snoqualmie,Washington,United_States,IKON,4
2021-02-13,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-02-13,Tremblant,Quebec,Canada,IKON,4
2021-02-13,Vail,Colorado,United_States,EPIC,1
2021-02-13,Valle Nevado,Chile,Chile,IKON,0
2021-02-13,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-02-13,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-02-13,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-02-13,Wilmot Mountain,Wisconsin,United_States,EPIC,1
2021-02-13,Winter Park,Colorado,United_States,IKON,2
2021-02-14,Afton Alps,Minnesota,United_States,EPIC,0
2021-02-14,Alpine Valley Resort,Wisconsin,United_States,EPIC,2
2021-02-14,Arapahoe Basin Ski Area,Colorado,United_States,IKON,2
2021-02-14,Attitash,New_Hampshire,United_States,EPIC,0
2021-02-14,Beaver Creek,Colorado,United_States,EPIC,1
2021-02-14,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-02-14,Big Sky,Montana,United_States,IKON,1
2021-02-14,Blue Mountain,Ontario,Canada,IKON,0
2021-02-14,Boston Mills,Ohio,United_States,EPIC,0
2021-02-14,Boyne Highlands,Michigan,United_States,IKON,1
2021-02-14,Boyne Mountain Resort,Michigan,United_States,IKON,0
2021-02-14,Brandywine,Ohio,United_States,EPIC,0
2021-02-14,Breckenridge,Colorado,United_States,EPIC,0
2021-02-14,Brighton Resort,Utah,United_States,IKON,0
2021-02-14,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-02-14,Crested Butte Mountain Resort,Colorado,United_States,EPIC,5
2021-02-14,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-02-14,Crystal Mountain,Washington,United_States,IKON,5
2021-02-14,Cypress Mountain,British_Columbia,Canada,IKON,2
2021-02-14,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-02-14,Heavenly,California,United_States,EPIC,4
2021-02-14,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-02-14,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-02-14,June Mountain,California,United_States,IKON,0
2021-02-14,Keystone,Colorado,United_States,EPIC,0
2021-02-14,Kirkwood,California,United_States,EPIC,5
2021-02-14,Liberty,Pennsylvania,United_States,EPIC,0
2021-02-14,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-02-14,Mad River Mountain,Ohio,United_States,EPIC,0
2021-02-14,Mammoth Mountain,California,United_States,IKON,6
2021-02-14,Mount Snow,Vermont,United_States,EPIC,0
2021-02-14,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-02-14,Mt. Brighton,Michigan,United_States,EPIC,1
2021-02-14,Mt. Buller,Australia,Australia,IKON,0
2021-02-14,Mt. Hotham,Australia,Australia,EPIC,0
2021-02-14,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-02-14,Northstar California,California,United_States,EPIC,5
2021-02-14,Okemo Mountain Resort,Vermont,United_States,EPIC,1
2021-02-14,Paoli Peaks,Indiana,United_States,EPIC,0
2021-02-14,Park City,Utah,United_States,EPIC,5
2021-02-14,Perisher,Australia,Australia,EPIC,0
2021-02-14,Revelstoke,British_Columbia,Canada,IKON,0
2021-02-14,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-02-14,Snow Creek,Missouri,United_States,EPIC,2
2021-02-14,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-02-14,Solitude Mountain Resort,Utah,United_States,IKON,15
2021-02-14,Squaw Valley Alpine Meadows,California,United_States,IKON,5
2021-02-14,Steamboat,Colorado,United_States,IKON,3
2021-02-14,Stevens Pass Resort,Washington,United_States,EPIC,9
2021-02-14,Stowe Mountain,Vermont,United_States,EPIC,0
2021-02-14,Stratton Mountain,Vermont,United_States,IKON,0
2021-02-14,Sugarbush,Vermont,United_States,IKON,1
2021-02-14,Sugarloaf,Maine,United_States,IKON,0
2021-02-14,Sunday River,Maine,United_States,IKON,0
2021-02-14,Taos Ski Valley,New_Mexico,United_States,IKON,7
2021-02-14,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-02-14,The Summit at Snoqualmie,Washington,United_States,IKON,4
2021-02-14,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-02-14,Tremblant,Quebec,Canada,IKON,4
2021-02-14,Vail,Colorado,United_States,EPIC,1
2021-02-14,Valle Nevado,Chile,Chile,IKON,0
2021-02-14,Whistler Blackcomb,British_Columbia,Canada,EPIC,0
2021-02-14,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-02-14,Wildcat Mountain,New_Hampshire,United_States,EPIC,0
2021-02-14,Wilmot Mountain,Wisconsin,United_States,EPIC,1
2021-02-14,Winter Park,Colorado,United_States,IKON,2
2021-02-15,Afton Alps,Minnesota,United_States,EPIC,0
2021-02-15,Alpine Valley Resort,Wisconsin,United_States,EPIC,2
2021-02-15,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0
2021-02-15,Attitash,New_Hampshire,United_States,EPIC,2
2021-02-15,Beaver Creek,Colorado,United_States,EPIC,2
2021-02-15,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-02-15,Big Sky,Montana,United_States,IKON,3
2021-02-15,Blue Mountain,Ontario,Canada,IKON,0
2021-02-15,Boston Mills,Ohio,United_States,EPIC,1
2021-02-15,Boyne Highlands,Michigan,United_States,IKON,0
2021-02-15,Boyne Mountain Resort,Michigan,United_States,IKON,2
2021-02-15,Brandywine,Ohio,United_States,EPIC,1
2021-02-15,Breckenridge,Colorado,United_States,EPIC,1
2021-02-15,Brighton Resort,Utah,United_States,IKON,0
2021-02-15,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-02-15,Crested Butte Mountain Resort,Colorado,United_States,EPIC,1
2021-02-15,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-02-15,Crystal Mountain,Washington,United_States,IKON,4
2021-02-15,Cypress Mountain,British_Columbia,Canada,IKON,0
2021-02-15,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-02-15,Heavenly,California,United_States,EPIC,0
2021-02-15,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-02-15,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-02-15,June Mountain,California,United_States,IKON,0
2021-02-15,Keystone,Colorado,United_States,EPIC,1
2021-02-15,Kirkwood,California,United_States,EPIC,1
2021-02-15,Liberty,Pennsylvania,United_States,EPIC,0
2021-02-15,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-02-15,Mad River Mountain,Ohio,United_States,EPIC,1
2021-02-15,Mammoth Mountain,California,United_States,IKON,0
2021-02-15,Mount Snow,Vermont,United_States,EPIC,0
2021-02-15,Mount Sunapee,New_Hampshire,United_States,EPIC,2
2021-02-15,Mt. Brighton,Michigan,United_States,EPIC,0
2021-02-15,Mt. Buller,Australia,Australia,IKON,0
2021-02-15,Mt. Hotham,Australia,Australia,EPIC,0
2021-02-15,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-02-15,Northstar California,California,United_States,EPIC,0
2021-02-15,Okemo Mountain Resort,Vermont,United_States,EPIC,0
2021-02-15,Paoli Peaks,Indiana,United_States,EPIC,2
2021-02-15,Park City,Utah,United_States,EPIC,0
2021-02-15,Perisher,Australia,Australia,EPIC,0
2021-02-15,Revelstoke,British_Columbia,Canada,IKON,1
2021-02-15,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-02-15,Snow Creek,Missouri,United_States,EPIC,0
2021-02-15,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-02-15,Solitude Mountain Resort,Utah,United_States,IKON,1
2021-02-15,Squaw Valley Alpine Meadows,California,United_States,IKON,2
2021-02-15,Steamboat,Colorado,United_States,IKON,1
2021-02-15,Stevens Pass Resort,Washington,United_States,EPIC,10
2021-02-15,Stowe Mountain,Vermont,United_States,EPIC,0
2021-02-15,Stratton Mountain,Vermont,United_States,IKON,0
2021-02-15,Sugarbush,Vermont,United_States,IKON,4
2021-02-15,Sugarloaf,Maine,United_States,IKON,0
2021-02-15,Sunday River,Maine,United_States,IKON,0
2021-02-15,Taos Ski Valley,New_Mexico,United_States,IKON,3
2021-02-15,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-02-15,The Summit at Snoqualmie,Washington,United_States,IKON,11
2021-02-15,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-02-15,Tremblant,Quebec,Canada,IKON,2
2021-02-15,Vail,Colorado,United_States,EPIC,1
2021-02-15,Valle Nevado,Chile,Chile,IKON,0
2021-02-15,Whistler Blackcomb,British_Columbia,Canada,EPIC,1
2021-02-15,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-02-15,Wildcat Mountain,New_Hampshire,United_States,EPIC,3
2021-02-15,Wilmot Mountain,Wisconsin,United_States,EPIC,0
2021-02-15,Winter Park,Colorado,United_States,IKON,1
2021-02-16,Afton Alps,Minnesota,United_States,EPIC,0
2021-02-16,Alpine Valley Resort,Wisconsin,United_States,EPIC,2
2021-02-16,Arapahoe Basin Ski Area,Colorado,United_States,IKON,2
2021-02-16,Attitash,New_Hampshire,United_States,EPIC,2
2021-02-16,Beaver Creek,Colorado,United_States,EPIC,2
2021-02-16,Big Boulder,Pennsylvania,United_States,EPIC,1
2021-02-16,Big Sky,Montana,United_States,IKON,6
2021-02-16,Blue Mountain,Ontario,Canada,IKON,0
2021-02-16,Boston Mills,Ohio,United_States,EPIC,0
2021-02-16,Boyne Highlands,Michigan,United_States,IKON,0
2021-02-16,Boyne Mountain Resort,Michigan,United_States,IKON,1
2021-02-16,Brandywine,Ohio,United_States,EPIC,0
2021-02-16,Breckenridge,Colorado,United_States,EPIC,2
2021-02-16,Brighton Resort,Utah,United_States,IKON,17
2021-02-16,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-02-16,Crested Butte Mountain Resort,Colorado,United_States,EPIC,1
2021-02-16,Crotched Mountain,New_Hampshire,United_States,EPIC,1
2021-02-16,Crystal Mountain,Washington,United_States,IKON,0
2021-02-16,Cypress Mountain,British_Columbia,Canada,IKON,7
2021-02-16,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-02-16,Heavenly,California,United_States,EPIC,0
2021-02-16,Hidden Valley Resort,Pennsylvania,United_States,EPIC,0
2021-02-16,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-02-16,June Mountain,California,United_States,IKON,0
2021-02-16,Keystone,Colorado,United_States,EPIC,1
2021-02-16,Kirkwood,California,United_States,EPIC,1
2021-02-16,Liberty,Pennsylvania,United_States,EPIC,0
2021-02-16,Loon Mountain,New_Hampshire,United_States,IKON,3
2021-02-16,Mad River Mountain,Ohio,United_States,EPIC,0
2021-02-16,Mammoth Mountain,California,United_States,IKON,0
2021-02-16,Mount Snow,Vermont,United_States,EPIC,1
2021-02-16,Mount Sunapee,New_Hampshire,United_States,EPIC,2
2021-02-16,Mt. Brighton,Michigan,United_States,EPIC,9
2021-02-16,Mt. Buller,Australia,Australia,IKON,0
2021-02-16,Mt. Hotham,Australia,Australia,EPIC,0
2021-02-16,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-02-16,Northstar California,California,United_States,EPIC,1
2021-02-16,Okemo Mountain Resort,Vermont,United_States,EPIC,3
2021-02-16,Paoli Peaks,Indiana,United_States,EPIC,0
2021-02-16,Park City,Utah,United_States,EPIC,10
2021-02-16,Perisher,Australia,Australia,EPIC,0
2021-02-16,Revelstoke,British_Columbia,Canada,IKON,1
2021-02-16,Roundtop Mountain Resort,Pennsylvania,United_States,EPIC,0
2021-02-16,Snow Creek,Missouri,United_States,EPIC,0
2021-02-16,Snowshoe Mountain,West_Virginia,United_States,IKON,0
2021-02-16,Solitude Mountain Resort,Utah,United_States,IKON,17
2021-02-16,Squaw Valley Alpine Meadows,California,United_States,IKON,4
2021-02-16,Steamboat,Colorado,United_States,IKON,5
2021-02-16,Stevens Pass Resort,Washington,United_States,EPIC,12
2021-02-16,Stowe Mountain,Vermont,United_States,EPIC,4
2021-02-16,Stratton Mountain,Vermont,United_States,IKON,2
2021-02-16,Sugarbush,Vermont,United_States,IKON,4
2021-02-16,Sugarloaf,Maine,United_States,IKON,4
2021-02-16,Sunday River,Maine,United_States,IKON,2
2021-02-16,Taos Ski Valley,New_Mexico,United_States,IKON,2
2021-02-16,The Remarkables,New_Zealand,New_Zealand,IKON,0
2021-02-16,The Summit at Snoqualmie,Washington,United_States,IKON,16
2021-02-16,Thredbo Alpine Resort,Australia,Australia,IKON,0
2021-02-16,Tremblant,Quebec,Canada,IKON,6
2021-02-16,Vail,Colorado,United_States,EPIC,4
2021-02-16,Valle Nevado,Chile,Chile,IKON,0
2021-02-16,Whistler Blackcomb,British_Columbia,Canada,EPIC,1
2021-02-16,Whitetail Resort,Pennsylvania,United_States,EPIC,0
2021-02-16,Wildcat Mountain,New_Hampshire,United_States,EPIC,3
2021-02-16,Wilmot Mountain,Wisconsin,United_States,EPIC,4
2021-02-16,Winter Park,Colorado,United_States,IKON,3
2021-02-17,Afton Alps,Minnesota,United_States,EPIC,0
2021-02-17,Alpine Valley Resort,Wisconsin,United_States,EPIC,0
2021-02-17,Arapahoe Basin Ski Area,Colorado,United_States,IKON,2
2021-02-17,Attitash,New_Hampshire,United_States,EPIC,0
2021-02-17,Beaver Creek,Colorado,United_States,EPIC,4
2021-02-17,Big Boulder,Pennsylvania,United_States,EPIC,0
2021-02-17,Big Sky,Montana,United_States,IKON,8
2021-02-17,Blue Mountain,Ontario,Canada,IKON,0
2021-02-17,Boston Mills,Ohio,United_States,EPIC,0
2021-02-17,Boyne Highlands,Michigan,United_States,IKON,0
2021-02-17,Boyne Mountain Resort,Michigan,United_States,IKON,1
2021-02-17,Brandywine,Ohio,United_States,EPIC,0
2021-02-17,Breckenridge,Colorado,United_States,EPIC,3
2021-02-17,Brighton Resort,Utah,United_States,IKON,22
2021-02-17,Coronet Peak,New_Zealand,New_Zealand,IKON,0
2021-02-17,Crested Butte Mountain Resort,Colorado,United_States,EPIC,1
2021-02-17,Crotched Mountain,New_Hampshire,United_States,EPIC,0
2021-02-17,Crystal Mountain,Washington,United_States,IKON,5
2021-02-17,Cypress Mountain,British_Columbia,Canada,IKON,0
2021-02-17,Falls Creek Alpine Resort,Australia,Australia,EPIC,0
2021-02-17,Heavenly,California,United_States,EPIC,0
2021-02-17,Hidden Valley Resort,Pennsylvania,United_States,EPIC,4
2021-02-17,Jack Frost,Pennsylvania,United_States,EPIC,0
2021-02-17,June Mountain,California,United_States,IKON,0
2021-02-17,Keystone,Colorado,United_States,EPIC,2
2021-02-17,Kirkwood,California,United_States,EPIC,0
2021-02-17,Liberty,Pennsylvania,United_States,EPIC,0
2021-02-17,Loon Mountain,New_Hampshire,United_States,IKON,0
2021-02-17,Mad River Mountain,Ohio,United_States,EPIC,0
2021-02-17,Mammoth Mountain,California,United_States,IKON,0
2021-02-17,Mount Snow,Vermont,United_States,EPIC,0
2021-02-17,Mount Sunapee,New_Hampshire,United_States,EPIC,0
2021-02-17,Mt. Brighton,Michigan,United_States,EPIC,0
2021-02-17,Mt. Buller,Australia,Australia,IKON,0
2021-02-17,Mt. Hotham,Australia,Australia,EPIC,0
2021-02-17,Mt. Hutt Ski Area,New_Zealand,New_Zealand,IKON,0
2021-02-17,Northstar California,California,United_States,EPIC,0
2021-02-17,Okemo Mountain Resort,Vermont,United_States,EPIC,0
