Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2021-01-04,Afton Alps,Minnesota,United_States,EPIC,0,12,N/A,24
2021-01-04,Alpe Cimbra - Folgaria - Lavarone,Trentino,Italy,EPIC,0,16,N/A,39
2021-01-04,Alta Ski Area,Utah,United_States,IKON,4,8,N/A,12
2021-01-04,Andalo - Fai della Paganella,Trentino,Italy,EPIC,0,79,59,43
2021-01-04,Arapahoe Basin Ski Area,Colorado,United_States,IKON,4,33,33,33
2021-01-04,Aspen Snowmass,Colorado,United_States,IKON,2,22,31,36
2021-01-04,Bear Mountain,California,United_States,IKON,0,36,N/A,48
2021-01-04,Beaver Creek,Colorado,United_States,EPIC,0,23,23,23
2021-01-04,Big Sky,Montana,United_States,IKON,2,23,N/A,33
2021-01-04,Blue Mountain,Ontario,Canada,IKON,0,14,14,14
2021-01-04,Boyne Highlands,Michigan,United_States,IKON,0,40,N/A,40
2021-01-04,Boyne Mountain Resort,Michigan,United_States,IKON,0,24,N/A,24
2021-01-04,Breckenridge,Colorado,United_States,EPIC,2,27,27,27
2021-01-04,Brides les Bains,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-04,Brighton Resort,Utah,United_States,IKON,0,33,N/A,33
2021-01-04,Copper Mountain,Colorado,United_States,IKON,1,24,24,24
2021-01-04,Courchevel,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-04,Crested Butte Mountain Resort,Colorado,United_States,EPIC,1,33,33,33
2021-01-04,Crystal Mountain,Washington,United_States,IKON,0,75,59,75
2021-01-04,Cypress Mountain,British_Columbia,Canada,IKON,0,55,N/A,110
2021-01-04,Deer Valley Resort,Utah,United_States,IKON,2,23,23,23
2021-01-04,Eldora Mountain Resort,Colorado,United_States,IKON,2,24,24,24
2021-01-04,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2021-01-04,Fernie Alpine,British_Columbia,Canada,EPIC,1,35,N/A,72
2021-01-04,Folgàrida - Marilléva,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-04,Heavenly,California,United_States,EPIC,1,27,32,48
2021-01-04,Jackson Hole,Wyoming,United_States,IKON,6,20,49,62
2021-01-05,June Mountain,California,United_States,IKON,0,6,N/A,8
2021-01-04,Keystone,Colorado,United_States,EPIC,7,32,32,32
2021-01-04,Kicking Horse,British_Columbia,Canada,EPIC,0,71,165,171
2021-01-04,Killington Resort,Vermont,United_States,IKON,4,24,24,24
2021-01-04,Kimberley,British_Columbia,Canada,EPIC,4,24,28,30
2021-01-04,Kirkwood,California,United_States,EPIC,1,33,28,28
2021-01-04,La Tania,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-04,Lake Louise,Alberta,Canada,IKON,0,44,N/A,53
2021-01-04,Les Menuires,Northern_Alps,France,EPIC,0,14,N/A,20
2021-01-04,Loon Mountain,New_Hampshire,United_States,IKON,3,18,N/A,24
2021-01-04,Madonna di Campiglio,Trentino,Italy,EPIC,0,47,N/A,74
2021-01-04,Mammoth Mountain,California,United_States,IKON,0,30,44,38
2021-01-04,Meribel,Northern_Alps,France,EPIC,0,12,N/A,35
2021-01-04,Mont Sainte Anne,Quebec,Canada,EPIC,0,71,71,71
2021-01-04,Monte Bondone,Trentino,Italy,EPIC,0,24,N/A,47
2021-01-04,Mount Sunapee,New_Hampshire,United_States,EPIC,3,18,18,18
2021-01-04,Mt. Bachelor,Oregon,United_States,IKON,7,74,76,76
2021-01-04,Mt. Brighton,Michigan,United_States,EPIC,0,28,28,28
2021-01-04,Mt. Buller,Australia,Australia,IKON,0,0,N/A,0
2021-01-04,Mt. Hotham,Australia,Australia,EPIC,0,0,0,0
2021-01-04,Mt. Norquay,Alberta,Canada,IKON,0,34,N/A,34
2021-01-04,Nakiska Ski Area,Alberta,Canada,EPIC,0,37,37,63
2021-01-04,Nendaz,Valais,Switzerland,EPIC,0,16,N/A,47
2021-01-04,Northstar California,California,United_States,EPIC,2,18,N/A,32
2021-01-04,Okemo Mountain Resort,Vermont,United_States,EPIC,0,24,24,24
2021-01-04,Orelle,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-04,Park City,Utah,United_States,EPIC,2,20,N/A,23
2021-01-04,Pejo,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-04,Perisher,Australia,Australia,EPIC,0,0,0,0
2021-01-04,Pinzolo,Trentino,Italy,EPIC,0,16,47,67
2021-01-04,Pontedilegno - Tonale,Trentino,Italy,EPIC,0,59,118,236
2021-01-04,Revelstoke,British_Columbia,Canada,IKON,0,75,N/A,75
2021-01-04,Saint Martin de Belleville,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-04,Snow Summit,California,United_States,IKON,0,36,36,36
2021-01-04,Snowbasin,Utah,United_States,EPIC,0,34,34,34
2021-01-04,Snowbird,Utah,United_States,IKON,0,37,37,37
2021-01-04,Snowshoe Mountain,West_Virginia,United_States,IKON,0,55,N/A,55
2021-01-04,Solitude Mountain Resort,Utah,United_States,IKON,0,29,N/A,29
2021-01-04,Squaw Valley Alpine Meadows,California,United_States,IKON,3,38,N/A,58
