Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2020-12-31,Afton Alps,Minnesota,United_States,EPIC,0,12,N/A,24
2020-12-31,Alpe Cimbra - Folgaria - Lavarone,Trentino,Italy,EPIC,0,16,N/A,39
2020-12-31,Alta Ski Area,Utah,United_States,IKON,0,38,N/A,38
2020-12-31,Andalo - Fai della Paganella,Trentino,Italy,EPIC,0,59,53,24
2020-12-31,Arapahoe Basin Ski Area,Colorado,United_States,IKON,1,34,34,34
2020-12-31,Aspen Snowmass,Colorado,United_States,IKON,0,25,35,41
2020-12-31,Bear Mountain,California,United_States,IKON,0,36,36,48
2020-12-31,Beaver Creek,Colorado,United_States,EPIC,0,25,25,25
2020-12-31,Big Sky,Montana,United_States,IKON,0,21,N/A,30
2020-12-31,Blue Mountain,Ontario,Canada,IKON,0,14,14,14
2020-12-31,Boyne Highlands,Michigan,United_States,IKON,0,40,N/A,40
2020-12-31,Boyne Mountain Resort,Michigan,United_States,IKON,0,24,N/A,24
2020-12-31,Breckenridge,Colorado,United_States,EPIC,0,28,28,28
2020-12-31,Brides les Bains,Northern_Alps,France,EPIC,0,0,N/A,0
2020-12-31,Brighton Resort,Utah,United_States,IKON,0,32,N/A,32
2020-12-31,Copper Mountain,Colorado,United_States,IKON,0,25,25,25
2020-12-31,Courchevel,Northern_Alps,France,EPIC,0,0,N/A,0
2020-12-31,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0,36,36,36
2020-12-31,Crystal Mountain,Washington,United_States,IKON,0,44,53,55
2020-12-31,Cypress Mountain,British_Columbia,Canada,IKON,0,N/A,N/A,110
2020-12-31,Deer Valley Resort,Utah,United_States,IKON,0,22,22,22
2020-12-31,Eldora Mountain Resort,Colorado,United_States,IKON,0,12,12,12
2020-12-31,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2020-12-31,Fernie Alpine,British_Columbia,Canada,EPIC,4,30,N/A,56
2020-12-31,Folgàrida - Marilléva,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2020-12-31,Heavenly,California,United_States,EPIC,2,28,34,50
2020-12-31,Jackson Hole,Wyoming,United_States,IKON,5,17,42,58
2020-12-31,June Mountain,California,United_States,IKON,0,N/A,N/A,N/A
2020-12-31,Keystone,Colorado,United_States,EPIC,0,27,27,27
2020-12-31,Kicking Horse,British_Columbia,Canada,EPIC,0,71,165,169
2020-12-31,Killington Resort,Vermont,United_States,IKON,0,24,24,24
2020-12-31,Kimberley,British_Columbia,Canada,EPIC,1,16,20,24
2020-12-31,Kirkwood,California,United_States,EPIC,2,30,33,33
2020-12-31,La Tania,Northern_Alps,France,EPIC,0,0,N/A,0
2020-12-31,Lake Louise,Alberta,Canada,IKON,0,38,N/A,49
2020-12-31,Les Menuires,Northern_Alps,France,EPIC,0,14,N/A,20
