Date,Resort_Name,Region,Country,Pass,Snowfall,Lower_Depth,Middle_Depth,Upper_Depth
2021-01-05,Afton Alps,Minnesota,United_States,EPIC,0,12,N/A,24
2021-01-05,Alpe Cimbra - Folgaria - Lavarone,Trentino,Italy,EPIC,0,16,N/A,39
2021-01-05,Alta Ski Area,Utah,United_States,IKON,9,47,N/A,47
2021-01-05,Andalo - Fai della Paganella,Trentino,Italy,EPIC,0,79,59,43
2021-01-05,Arapahoe Basin Ski Area,Colorado,United_States,IKON,0,32,32,32
2021-01-05,Aspen Snowmass,Colorado,United_States,IKON,0,22,31,36
2021-01-05,Bear Mountain,California,United_States,IKON,0,36,N/A,48
2021-01-05,Beaver Creek,Colorado,United_States,EPIC,0,23,23,23
2021-01-05,Big Sky,Montana,United_States,IKON,0,27,N/A,36
2021-01-05,Blue Mountain,Ontario,Canada,IKON,0,14,14,14
2021-01-05,Boyne Highlands,Michigan,United_States,IKON,0,40,N/A,40
2021-01-05,Boyne Mountain Resort,Michigan,United_States,IKON,0,24,N/A,24
2021-01-05,Breckenridge,Colorado,United_States,EPIC,0,27,27,27
2021-01-05,Brides les Bains,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-05,Brighton Resort,Utah,United_States,IKON,8,40,N/A,40
2021-01-05,Copper Mountain,Colorado,United_States,IKON,0,23,23,23
2021-01-05,Courchevel,Northern_Alps,France,EPIC,0,0,N/A,0
2021-01-05,Crested Butte Mountain Resort,Colorado,United_States,EPIC,0,33,33,33
2021-01-05,Crystal Mountain,Washington,United_States,IKON,16,59,86,87
2021-01-05,Cypress Mountain,British_Columbia,Canada,IKON,0,67,125,N/A
2021-01-05,Deer Valley Resort,Utah,United_States,IKON,7,24,24,24
2021-01-05,Eldora Mountain Resort,Colorado,United_States,IKON,1,24,24,24
2021-01-05,Falls Creek Alpine Resort,Australia,Australia,EPIC,0,0,N/A,0
2021-01-05,Fernie Alpine,British_Columbia,Canada,EPIC,6,39,N/A,76
2021-01-05,Folgàrida - Marilléva,Trentino,Italy,EPIC,0,N/A,N/A,N/A
2021-01-05,Heavenly,California,United_States,EPIC,3,27,32,48
2021-01-05,Jackson Hole,Wyoming,United_States,IKON,6,20,51,64
2021-01-05,June Mountain,California,United_States,IKON,0,6,N/A,8
